,Mkt-Rf,SMB,HML,Rf
19280912,0.34,-0.06,0.18,0.011
19280913,-0.1,0.07,-0.31,0.011
19280914,0.13,0.13,0.43,0.011
19280915,0.58,-0.3,0.73,0.011
19280917,0.54,0.71,0.12,0.011
19280918,-0.68,0.62,-0.68,0.011
19280919,-0.07,0.15,0.46,0.011
19280920,0.15,0.54,-0.13,0.011
19280921,0.67,-0.47,0.17,0.011
19280922,-0.24,0.19,0.69,0.011
19280924,0.63,-0.43,-0.08,0.011
19280925,-0.07,0.23,0.12,0.011
19280926,-0.15,0.2,-0.54,0.011
19280927,-1.22,-0.15,0,0.011
19280928,0.01,-0.11,-0.46,0.011
19280929,1.03,0,-0.2,0.011
19281001,-0.11,0.85,-0.31,0.016
19281002,-0.44,0.11,-0.04,0.016
19281003,-0.28,0.56,0.16,0.016
19281004,0.25,0.17,0.3,0.016
19281005,-0.29,0.45,-0.05,0.016
19281006,-0.05,0,0.2,0.016
19281008,-0.33,-0.14,-0.28,0.016
19281009,0.12,0.1,-1.05,0.016
19281010,0.92,-0.03,-0.06,0.016
19281011,0.31,0.5,-0.85,0.016
19281013,0.55,0.41,-0.47,0.016
19281015,0.38,-0.45,0.15,0.016
19281016,0.3,-0.19,0.56,0.016
19281017,0.3,0.8,0.23,0.016
19281018,0.29,-0.3,-0.37,0.016
19281019,0.45,-0.2,-0.55,0.016
19281020,-0.44,0.24,-0.02,0.016
19281022,-0.12,0.29,-0.61,0.016
19281023,0.66,-0.09,0.39,0.016
19281024,0.22,-0.04,0.36,0.016
19281025,-0.26,-0.06,0.25,0.016
19281026,-1.14,-0.4,-0.05,0.016
19281027,0.86,0.17,-0.07,0.016
19281029,0.69,-0.05,0.55,0.016
19281030,-1.05,-0.32,-0.17,0.016
19281031,-0.49,-0.31,-0.56,0.016
19281101,1.29,-0.24,-0.25,0.017
19281102,-0.1,-0.21,0.3,0.017
19281103,0.04,-0.03,-0.32,0.017
19281105,1.13,-0.29,0.22,0.017
19281107,1.19,0.01,0.85,0.017
19281108,-0.25,0.01,-0.13,0.017
19281109,0.72,-0.38,0.46,0.017
19281110,0.78,-0.01,0.48,0.017
19281112,0.34,-0.46,0,0.017
19281113,0.07,0.18,-0.16,0.017
19281114,0.14,0.32,-0.3,0.017
19281115,0.36,-0.01,-0.65,0.017
19281116,1.77,-0.77,0.25,0.017
19281117,0.1,-0.02,-0.09,0.017
19281119,0.17,-0.56,1.03,0.017
19281120,1.11,-0.64,0.98,0.017
19281121,-1.51,0.46,-0.25,0.017
19281122,1.39,-0.43,0.72,0.017
19281123,0.26,0.44,-0.31,0.017
19281126,0.46,0.07,0.66,0.017
19281127,0.28,0.89,-0.19,0.017
19281128,1.1,0.38,-0.34,0.017
19281130,0.39,-0.41,-0.44,0.017
19281201,-0.6,0.05,0.66,0.002
19281203,-0.7,0.37,-0.42,0.002
19281204,0.23,0.5,-0.43,0.002
19281205,-0.7,0.83,-0.37,0.002
19281206,-3.54,0.01,-1.35,0.002
19281207,-2.35,-0.5,0.85,0.002
19281208,-1.89,-0.6,0.01,0.002
19281210,1.63,-1.33,0.71,0.002
19281211,2.3,1.35,0.37,0.002
19281212,-0.78,-0.2,0.21,0.002
19281213,-0.34,0.44,0.18,0.002
19281214,0.19,-0.04,-0.15,0.002
19281215,-0.35,0.18,0.1,0.002
19281217,-0.37,-0.31,-0.52,0.002
19281218,1.07,-0.08,-0.15,0.002
19281219,1.2,-0.38,0.35,0.002
19281220,0.37,-0.02,-0.19,0.002
19281221,1.07,-0.32,-0.19,0.002
19281222,0.12,0.31,-0.3,0.002
19281224,0.87,0.18,-0.89,0.002
19281226,-0.31,0.02,0.25,0.002
19281227,0.66,-0.78,0,0.002
19281228,1.34,-0.54,0.17,0.002
19281229,0.2,0.3,0.16,0.002
19281231,1.36,-0.35,0.55,0.002
19290102,1.48,0.42,-0.22,0.013
19290103,0.1,0.12,-0.33,0.013
19290104,-0.03,-0.44,0.66,0.013
19290105,-0.88,0.44,-0.22,0.013
19290107,-1.3,-0.36,0.28,0.013
19290108,-0.23,0.19,0.23,0.013
19290109,1.2,0.06,0.09,0.013
19290110,0.27,0.32,-0.23,0.013
19290111,-0.04,0.21,-0.01,0.013
19290112,-0.28,0.03,0.14,0.013
19290114,0.25,0.17,0.26,0.013
19290115,-0.98,-0.12,-0.01,0.013
19290116,0.91,-0.17,0.35,0.013
19290117,0.71,-0.36,0.03,0.013
19290118,0.04,0.24,0.1,0.013
19290119,0.19,-0.26,0.31,0.013
19290121,0.16,-0.18,0,0.013
19290122,0.59,-0.48,-0.26,0.013
19290123,0.53,-0.75,-0.54,0.013
19290124,-0.83,0.17,-0.64,0.013
19290125,1.18,-0.6,-1.34,0.013
19290126,0.34,-0.19,-0.08,0.013
19290128,-0.27,0.13,0.04,0.013
19290129,-0.27,-0.2,-0.29,0.013
19290130,0.34,-0.71,-0.3,0.013
19290131,1.36,-0.92,0.84,0.013
19290201,0.56,-0.35,0.75,0.018
19290202,0.01,0.3,0.72,0.018
19290204,-0.44,0.7,0.08,0.018
19290205,0.22,0.17,-0.21,0.018
19290206,-0.82,-0.22,-0.67,0.018
19290207,-2.97,0.06,0.41,0.018
19290208,-0.96,-0.53,0.64,0.018
19290211,2.18,-0.87,0.7,0.018
19290213,0.1,0.41,-0.9,0.018
19290214,-0.63,-0.41,0.5,0.018
19290215,-1.62,0.6,-0.56,0.018
19290216,-1.4,-0.49,0.34,0.018
19290218,1.12,-0.4,0.35,0.018
19290219,0.2,0.94,-0.33,0.018
19290220,0.84,0.29,-0.14,0.018
19290221,0.73,-0.45,0.09,0.018
19290225,0.28,0.44,-0.24,0.018
19290226,0.36,0.12,-0.32,0.018
19290227,1.06,-0.32,0.58,0.018
19290228,1.01,-0.37,-0.13,0.018
19290301,1.01,-0.14,0.39,0.014
19290302,-0.27,-0.17,0.62,0.014
19290304,-0.89,-0.06,0.38,0.014
19290305,-0.68,-0.53,0.53,0.014
19290306,-1.57,-0.36,-0.29,0.014
19290307,0.76,-0.59,0.37,0.014
19290308,0.58,-0.03,0.03,0.014
19290309,-0.01,0.41,-0.26,0.014
19290311,-1.3,0.36,-0.27,0.014
19290312,0.25,-0.44,0.07,0.014
19290313,0.98,-0.3,0.18,0.014
19290314,1.55,-0.19,-0.36,0.014
19290315,1.07,-0.31,-0.04,0.014
19290316,0.27,0.06,0.04,0.014
19290318,-0.43,-0.04,0.09,0.014
19290319,0.02,-0.54,0.56,0.014
19290320,0.02,-0.49,0.54,0.014
19290321,-0.43,0.27,-0.61,0.014
19290322,-1.15,0.16,-0.73,0.014
19290323,-0.98,0.1,-0.34,0.014
19290325,-3.14,-0.59,-0.32,0.014
19290326,-1.16,-2.63,0.03,0.014
19290327,3.28,0.68,0.37,0.014
19290328,1.63,0.63,0.55,0.014
19290401,-2.26,-0.31,-0.02,0.014
19290402,1.19,0.17,0.36,0.014
19290403,-1.08,0.41,0.05,0.014
19290404,1.2,-0.45,0.21,0.014
19290405,-0.75,0.71,-0.74,0.014
19290406,0.12,-0.5,0.65,0.014
19290408,-0.95,0.29,-0.67,0.014
19290409,-0.87,-0.72,-0.37,0.014
19290410,0.49,-0.19,0.07,0.014
19290411,1.02,-0.46,0.55,0.014
19290412,0.63,0.54,-0.58,0.014
19290413,-0.02,0.21,0.21,0.014
19290415,-0.58,0.62,-0.2,0.014
19290416,0.05,-0.04,-0.24,0.014
19290417,1.02,-0.49,0.12,0.014
19290418,0.38,0.19,-0.43,0.014
19290419,-0.03,0.09,-0.2,0.014
19290420,0.19,-0.1,-0.39,0.014
19290422,0.83,-0.35,0.07,0.014
19290423,0.44,0.2,-0.14,0.014
19290424,-0.24,0.04,0.37,0.014
19290425,-0.6,0.07,0.23,0.014
19290426,-0.08,-0.14,-0.39,0.014
19290427,0.55,0.16,0.47,0.014
19290429,-0.53,0.08,0.57,0.014
19290430,1.65,-1.29,1.42,0.014
19290501,0.11,0.42,-0.46,0.017
19290502,0.14,0.09,-0.34,0.017
19290503,0.75,-0.1,-0.54,0.017
19290504,0.31,-0.55,0.31,0.017
19290506,-0.52,-0.1,-0.3,0.017
19290507,-0.68,0.09,-0.02,0.017
19290508,0.1,-0.1,-0.07,0.017
19290509,-0.55,-0.05,0.01,0.017
19290510,1.18,-0.23,0.13,0.017
19290511,-0.34,0.27,0.17,0.017
19290513,-2.13,-0.35,-0.24,0.017
19290514,0.89,-0.46,-0.63,0.017
19290515,-0.32,0.1,-0.01,0.017
19290516,0.07,-0.41,-0.36,0.017
19290517,0.51,0.14,-0.07,0.017
19290518,-0.18,-0.1,-0.14,0.017
19290520,-1.97,0.42,0.79,0.017
19290521,0.05,-1.21,-0.45,0.017
19290522,-3.17,1,-0.59,0.017
19290523,1.54,-1.31,-0.18,0.017
19290524,-0.47,0.62,-0.02,0.017
19290525,-0.37,-0.49,-0.07,0.017
19290527,-3.2,-0.6,-0.15,0.017
19290528,1.12,-1.19,0.22,0.017
19290529,0.1,-0.2,0.93,0.017
19290531,0.57,-1.19,0.42,0.017
19290601,0.61,0.34,0.02,0.021
19290603,1.27,-0.14,0.64,0.021
19290604,1.4,0.36,-0.77,0.021
19290605,-0.31,0.26,-0.63,0.021
19290606,0.27,-0.25,0.46,0.021
19290607,-0.45,0,-0.41,0.021
19290608,-0.36,-0.15,0.94,0.021
19290610,-0.54,0.17,0.32,0.021
19290611,0.4,-0.21,-0.42,0.021
19290612,0.03,0.27,-0.34,0.021
19290613,1.24,-0.54,-0.02,0.021
19290614,0.31,0.33,0.29,0.021
19290615,0.29,-0.2,0.76,0.021
19290617,1.22,-0.69,-0.58,0.021
19290618,0.17,-0.04,0.01,0.021
19290619,-0.65,0.38,-0.5,0.021
19290620,0.43,-0.18,-0.31,0.021
19290621,0.67,-0.38,0.43,0.021
19290622,0.31,0.04,0.65,0.021
19290624,-0.21,0.22,-0.73,0.021
19290625,0.77,-0.41,-0.91,0.021
19290626,0.56,-0.02,0.03,0.021
19290627,0.04,-0.04,-0.48,0.021
19290628,0.94,-0.92,-0.83,0.021
19290629,0.86,-0.32,-0.08,0.021
19290701,0.37,-0.23,0.31,0.013
19290702,1.11,-0.94,0.24,0.013
19290703,0.33,0.19,-0.38,0.013
19290705,0.47,0.21,-0.45,0.013
19290706,0.16,-0.13,-0.09,0.013
19290708,0.04,0.64,0.96,0.013
19290709,0.11,0.28,0,0.013
19290710,-0.3,0.03,-0.19,0.013
19290711,0.25,-0.22,-0.38,0.013
19290712,0.92,-0.78,0.23,0.013
19290713,0.4,-0.49,1.16,0.013
19290715,-0.46,-0.31,1.01,0.013
19290716,0.48,-0.26,0.09,0.013
19290717,0.27,0.06,-0.25,0.013
19290718,-0.12,-0.13,-0.04,0.013
19290719,0.33,-0.57,0.78,0.013
19290720,0.15,-0.09,0.18,0.013
19290722,-1.11,0.17,-0.29,0.013
19290723,1.03,-0.83,0.19,0.013
19290724,-0.49,-0.27,0.12,0.013
19290725,0.51,-0.56,-0.73,0.013
19290726,-0.4,-0.01,0.12,0.013
19290727,-0.44,0.45,-0.45,0.013
19290729,-1.16,0.25,0.43,0.013
19290730,0.89,-0.04,0,0.013
19290731,1.08,-0.21,0.01,0.013
19290801,0.81,-0.66,-0.16,0.015
19290802,0.93,-1.16,-0.05,0.015
19290803,0.51,-0.52,-0.63,0.015
19290805,-0.61,-0.5,0.79,0.015
19290806,-0.47,0.22,0.02,0.015
19290807,-1.02,0.14,0.38,0.015
19290808,0.9,-0.74,0.08,0.015
19290809,-3.61,0.26,0.39,0.015
19290810,1.59,-0.78,0.48,0.015
19290812,1.47,-0.22,0.17,0.015
19290813,0.7,-0.57,-0.22,0.015
19290814,0.14,-0.52,-0.12,0.015
19290815,0.29,-0.05,0.18,0.015
19290816,1.8,-0.37,-0.34,0.015
19290817,0.25,0.15,0.87,0.015
19290819,0.5,-0.69,-0.63,0.015
19290820,0.3,-0.01,0.14,0.015
19290821,-0.37,-0.01,-0.12,0.015
19290822,0.85,-0.54,-0.53,0.015
19290823,0.94,-1.23,-0.39,0.015
19290824,0.22,-0.59,0.14,0.015
19290826,-0.05,-0.18,0.33,0.015
19290827,-0.08,0.02,0.01,0.015
19290828,-0.03,-0.12,0.15,0.015
19290829,0.84,-0.09,0.08,0.015
19290830,1.09,-0.54,-0.75,0.015
19290903,0.36,-0.29,-0.53,0.015
19290904,-0.53,0.1,-0.77,0.015
19290905,-1.91,0.74,0.22,0.015
19290906,2.06,-1.21,-0.21,0.015
19290907,0.32,-0.25,0.23,0.015
19290909,-0.59,0.09,-0.14,0.015
19290910,-1.72,1.35,-0.03,0.015
19290911,1.19,-1.13,0.3,0.015
19290912,-1,1.15,-0.05,0.015
19290913,0.25,0.13,-0.22,0.015
19290914,0.22,-0.04,0.06,0.015
19290916,1.03,-0.47,-0.13,0.015
19290917,-0.63,0.89,-0.27,0.015
19290918,0.44,-0.95,0.51,0.015
19290919,0.01,-0.01,-0.29,0.015
19290920,-0.87,0.52,-0.09,0.015
19290921,-0.08,0.2,-0.13,0.015
19290923,-0.28,-0.17,0.09,0.015
19290924,-1.53,0.5,0.21,0.015
19290925,-0.16,-0.55,0.03,0.015
19290926,0.95,0.08,-0.49,0.015
19290927,-2.42,0.61,0.45,0.015
19290928,0.3,-0.64,0.41,0.015
19290930,-0.81,0.72,0.07,0.015
19291001,-0.68,-0.52,-0.11,0.018
19291002,0.75,-0.06,-0.14,0.018
19291003,-3.67,1.26,0.9,0.018
19291004,-1.21,-1.76,0.17,0.018
19291005,3.89,-0.53,-1.07,0.018
19291007,1.75,0.18,0.56,0.018
19291008,-0.01,0.37,0.06,0.018
19291009,-0.2,-0.26,0.27,0.018
19291010,1.4,-0.59,-0.49,0.018
19291011,-0.16,0.46,0.23,0.018
19291014,-0.51,0.27,-0.34,0.018
19291015,-0.68,0.31,0.15,0.018
19291016,-3.06,1.07,0.86,0.018
19291017,1.03,-1.66,0.02,0.018
19291018,-2.32,1.29,1.06,0.018
19291019,-2.8,0.25,0.88,0.018
19291021,-1.35,-1.07,0.29,0.018
19291022,1.97,-0.37,-0.36,0.018
19291023,-5.65,0.62,0.5,0.018
19291024,-3.84,-3.8,1.39,0.018
19291025,1.5,0.12,0.23,0.018
19291026,-0.35,1.16,0.73,0.018
19291028,-11.29,1.49,3.28,0.018
19291029,-12.01,-0.15,2.31,0.018
19291030,12.16,-7.06,-1.86,0.018
19291031,6.1,2.63,-1.74,0.018
19291104,-4.29,1.92,1.56,0.022
19291106,-9.75,1.38,2.3,0.022
19291107,2.18,-4.66,-0.32,0.022
19291108,0.01,2.7,0.19,0.022
19291111,-5.6,1.41,1.93,0.022
19291112,-6,-1.28,0.25,0.022
19291113,-5.58,-1.76,0.97,0.022
19291114,7.85,-2.94,-1.49,0.022
19291115,6.23,1.8,-2.61,0.022
19291118,-1.17,2.22,0.14,0.022
19291119,2.59,-1.58,0.25,0.022
19291120,2.45,-0.21,0.14,0.022
19291121,2.14,-1.12,-0.85,0.022
19291122,-0.46,0.64,1,0.022
19291125,-1.11,0.45,0.75,0.022
19291126,-2.29,0.78,1.09,0.022
19291127,0.98,-1.11,-0.39,0.022
19291202,0.04,-0.26,-0.21,0.015
19291203,2.78,-0.5,-0.63,0.015
19291204,1.83,0.13,0.31,0.015
19291205,-0.42,0.91,-0.17,0.015
19291206,2.01,-1.03,-0.54,0.015
19291207,1.08,-0.17,-0.41,0.015
19291209,-0.93,0.65,-0.09,0.015
19291210,0.35,-1.02,-0.19,0.015
19291211,-0.5,0.4,0.05,0.015
19291212,-4.95,0.98,1.17,0.015
19291213,1.92,-1.7,0.41,0.015
19291214,1.21,0.33,0.59,0.015
19291216,-2.37,1.3,0.63,0.015
19291217,0.62,-0.8,-0.19,0.015
19291218,-0.56,0.43,0.12,0.015
19291219,-2.41,-0.56,0.38,0.015
19291220,-3.25,-1.44,1.29,0.015
19291221,1.59,-0.53,-0.26,0.015
19291223,-1.37,-0.25,-0.25,0.015
19291224,0.45,-0.01,-0.25,0.015
19291226,2.09,-0.45,-0.66,0.015
19291227,-0.23,-0.52,-0.07,0.015
19291228,-0.75,-0.03,0.76,0.015
19291230,0.75,-0.94,-1.35,0.015
19291231,2.68,0.98,-0.33,0.015
19300102,-0.95,1.85,-0.76,0.005
19300103,0.63,-0.49,0.67,0.005
19300104,0.71,0.35,-0.23,0.005
19300106,0.02,0.37,-0.28,0.005
19300107,-0.69,0.72,0.48,0.005
19300108,-0.12,0.19,0.7,0.005
19300109,1.25,-0.11,-0.29,0.005
19300110,-0.22,0.26,0.25,0.005
19300111,-0.49,0.38,0.36,0.005
19300113,0.3,-0.32,-0.11,0.005
19300114,0.18,-0.18,0.49,0.005
19300115,0.2,-0.33,-0.36,0.005
19300116,-0.59,-0.1,1.3,0.005
19300117,-0.78,-0.06,-0.23,0.005
19300118,0.23,-0.45,-0.13,0.005
19300120,0.25,0.36,-0.43,0.005
19300121,0.58,-0.23,0.21,0.005
19300122,0.11,0.62,0.09,0.005
19300123,0.94,-0.19,-0.12,0.005
19300124,0.69,0.34,-0.63,0.005
19300125,0.75,0.08,0.59,0.005
19300127,0.33,-0.12,-0.57,0.005
19300128,-0.54,0.57,0.02,0.005
19300129,1.01,-0.11,-0.03,0.005
19300130,0.25,0.01,-0.48,0.005
19300131,1.39,0,-1.49,0.005
19300201,0.79,-0.24,-0.67,0.013
19300203,-0.61,0.41,0.3,0.013
19300204,0.78,-0.17,-0.36,0.013
19300205,1.03,-0.34,0.24,0.013
19300206,-0.81,0.27,0.45,0.013
19300207,-0.26,-0.03,0.51,0.013
19300208,0.82,-0.5,-0.03,0.013
19300210,-0.07,0.23,0.18,0.013
19300211,0.55,0.07,0.12,0.013
19300213,0.16,0.18,-0.18,0.013
19300214,0.06,0.13,0.98,0.013
19300215,-0.8,0.39,-0.19,0.013
19300217,0.59,-0.13,-0.79,0.013
19300218,0.21,0.35,0.11,0.013
19300219,-0.72,0.21,-0.18,0.013
19300220,-1.9,0.24,0.46,0.013
19300221,1.14,-0.95,0.13,0.013
19300224,-0.89,0.22,-0.34,0.013
19300225,0.01,-0.1,-0.32,0.013
19300226,1.61,-0.54,-0.17,0.013
19300227,0.25,0.49,0.1,0.013
19300228,0.55,0.05,-0.26,0.013
19300301,0.62,0.3,-0.55,0.013
19300303,-0.1,0.76,-0.19,0.013
19300304,0.5,-0.34,0.05,0.013
19300305,-0.7,0.08,0.25,0.013
19300306,0.79,-0.03,-0.64,0.013
19300307,0.09,0.56,-0.14,0.013
19300308,0.12,0.32,-0.14,0.013
19300310,0.45,-0.09,-0.37,0.013
19300311,0.18,-0.28,0.07,0.013
19300312,-0.81,0.36,1.06,0.013
19300313,0.41,0.18,-0.32,0.013
19300314,-0.68,0.56,0.67,0.013
19300315,-0.49,0.62,0.4,0.013
19300317,1.3,-0.25,0.09,0.013
19300318,0.97,-0.21,0.64,0.013
19300319,0.3,0.22,-0.1,0.013
19300320,0.54,-0.6,-0.19,0.013
19300321,0.54,0.13,0.01,0.013
19300322,-0.88,0.56,0.31,0.013
19300324,0.95,0.64,0.06,0.013
19300325,0.03,-0.06,0.08,0.013
19300326,0.99,-0.77,-0.3,0.013
19300327,-0.17,0.19,-0.49,0.013
19300328,0.87,-0.27,0.71,0.013
19300329,0.83,0.02,-0.44,0.013
19300331,0.28,0.19,0,0.013
19300401,0.76,-0.07,-0.31,0.009
19300402,-0.97,0.66,-0.81,0.009
19300403,0.27,-0.36,-0.13,0.009
19300404,1.05,-0.18,-0.1,0.009
19300405,0.5,-0.25,-0.78,0.009
19300407,-0.03,0.29,0.37,0.009
19300408,-0.64,-0.4,0.21,0.009
19300409,1.29,-0.4,-1.06,0.009
19300410,0.06,0.43,-0.45,0.009
19300411,-0.37,0.07,0.52,0.009
19300412,0,0.13,-0.4,0.009
19300414,-0.24,0.72,0.05,0.009
19300415,-0.02,0.12,-0.35,0.009
19300416,-0.73,0.13,-0.52,0.009
19300417,0.5,-0.11,-0.27,0.009
19300421,-1.5,0.49,0.31,0.009
19300422,0.46,-0.65,0.77,0.009
19300423,0.39,0.11,0.73,0.009
19300424,-0.85,0.25,0.65,0.009
19300425,-0.2,-0.25,-0.08,0.009
19300426,0.03,-0.63,0.24,0.009
19300428,-2.1,0.05,0.05,0.009
19300429,-0.46,-0.98,-0.11,0.009
19300430,0.78,0.58,0.49,0.009
19300501,-1.95,0.86,-0.36,0.01
19300502,-2.46,-0.6,0.59,0.01
19300503,-3.19,-0.91,2.04,0.01
19300505,-0.19,-2.4,-0.07,0.01
19300506,3.14,1.58,-1.6,0.01
19300507,-0.91,0.53,0.31,0.01
19300508,0.22,-0.49,-0.54,0.01
19300509,0.98,-0.41,-0.03,0.01
19300510,1.38,0.2,-0.92,0.01
19300512,-0.01,0.32,-0.24,0.01
19300513,1.04,-0.36,0.2,0.01
19300514,0.57,0.42,0.13,0.01
19300515,-1.26,0.3,0.86,0.01
19300516,0.51,0.08,0.03,0.01
19300517,0.03,-0.02,0.38,0.01
19300519,-1.84,0.24,0.08,0.01
19300520,0.13,-0.61,0.69,0.01
19300521,-0.35,-0.34,-0.45,0.01
19300522,0.16,0.03,0.25,0.01
19300523,0.99,0.18,-1.17,0.01
19300524,0.57,-0.48,0.09,0.01
19300526,0.12,0.01,0.05,0.01
19300527,0.09,-0.11,-0.52,0.01
19300528,0.34,-0.19,-0.4,0.01
19300529,0.49,0.1,-0.1,0.01
19300602,-0.17,0.3,0.25,0.011
19300603,-0.82,-0.02,0.47,0.011
19300604,0.29,-0.37,-0.03,0.011
19300605,-1.41,0.13,0.41,0.011
19300606,-1.47,-0.01,0.35,0.011
19300607,-1.81,-0.3,0.61,0.011
19300609,-2.97,-0.6,-0.61,0.011
19300610,2.18,-1.54,0.18,0.011
19300611,-3.2,0.06,0.64,0.011
19300612,-0.5,-0.38,-0.66,0.011
19300613,0.7,-0.15,0.71,0.011
19300614,-1.77,1.1,-0.13,0.011
19300616,-5.38,-0.86,0.74,0.011
19300617,-0.19,-1.66,0.89,0.011
19300618,-3.42,-1.62,1.19,0.011
19300619,4.27,-0.31,-0.93,0.011
19300620,-1.75,1.68,-0.96,0.011
19300621,-2.61,-0.06,1.85,0.011
19300623,1.3,-0.96,-0.87,0.011
19300624,-2.6,2.21,-0.29,0.011
19300625,0.13,-1.94,-0.73,0.011
19300626,2.2,0.44,0.27,0.011
19300627,-0.87,0.58,0.11,0.011
19300628,0.33,0.2,-0.56,0.011
19300630,2.5,0.23,-0.78,0.011
19300701,-0.69,1.1,0.87,0.008
19300702,0.87,-0.72,-0.02,0.008
19300703,-0.94,0.58,0.36,0.008
19300707,-1.72,0.31,-0.33,0.008
19300708,0.37,-1.67,0.13,0.008
19300709,1.34,0.53,-0.13,0.008
19300710,2.15,-1.46,0.48,0.008
19300711,-0.9,1.02,-0.34,0.008
19300712,1.55,-1.04,-0.23,0.008
19300714,1.91,0.17,0.07,0.008
19300715,0.45,0.96,0.62,0.008
19300716,0.69,-0.64,0.33,0.008
19300717,0.59,0.77,-0.3,0.008
19300718,0.71,0.36,-0.73,0.008
19300719,-0.81,0.48,0.47,0.008
19300721,-2.56,-0.35,0.54,0.008
19300722,1.46,-0.67,-0.77,0.008
19300723,1.4,0.52,-0.71,0.008
19300724,-0.99,0.16,-0.31,0.008
19300725,0.49,-0.7,-0.48,0.008
19300726,0.91,-0.28,0,0.008
19300728,0.34,0.19,-0.47,0.008
19300729,-0.77,0.19,-0.16,0.008
19300730,-2.3,0.27,0.23,0.008
19300731,0.53,-0.43,-0.66,0.008
19300801,-0.46,0.15,0.21,0.004
19300802,0.45,0.11,0.1,0.004
19300804,1.31,-0.76,-0.54,0.004
19300805,-0.12,0.09,0.14,0.004
19300806,-1.37,0.55,0.02,0.004
19300807,-0.73,0.1,-0.37,0.004
19300808,-3.77,0.63,0.35,0.004
19300809,-0.17,-0.46,-0.58,0.004
19300811,0.84,-0.56,-0.02,0.004
19300812,-2.26,0.75,0.63,0.004
19300813,0.87,-1.39,0,0.004
19300814,0.4,0.38,-0.3,0.004
19300815,2.15,-1.58,0.46,0.004
19300816,0.01,0.8,0.46,0.004
19300818,-0.38,0.21,-0.72,0.004
19300819,0.79,-0.15,-0.19,0.004
19300820,0.52,-0.37,-0.25,0.004
19300821,-0.61,0.46,-0.45,0.004
19300822,0.12,0,0.1,0.004
19300823,0.52,-0.06,-0.24,0.004
19300825,-0.78,0.28,-0.06,0.004
19300826,1.16,-1.28,0.46,0.004
19300827,0.54,0.23,-0.2,0.004
19300828,-0.11,-0.07,0.08,0.004
19300829,1.38,-0.41,0.19,0.004
19300902,0.05,0.26,0.19,0.009
19300903,-0.95,0.11,0,0.009
19300904,-0.57,-0.22,0.02,0.009
19300905,1.31,0.32,0.39,0.009
19300906,1.18,-0.62,0.23,0.009
19300908,0.11,0.58,-0.37,0.009
19300909,0.41,0.34,-0.8,0.009
19300910,0.38,0.38,-0.16,0.009
19300911,-0.97,0.24,1.05,0.009
19300912,-0.41,0.35,-0.53,0.009
19300913,-0.13,-0.41,-0.03,0.009
19300915,-1.22,0.26,-0.02,0.009
19300916,0.17,-0.88,-0.43,0.009
19300917,0.25,0.24,-0.14,0.009
19300918,-1.11,0.22,-0.02,0.009
19300919,-1.61,-0.36,-0.36,0.009
19300920,0.25,-0.05,0.1,0.009
19300922,-2.52,0.25,-0.11,0.009
19300923,0.89,-1.22,-0.95,0.009
19300924,-1.47,-0.1,-0.64,0.009
19300925,-2,-0.14,0.22,0.009
19300926,-1.5,-0.18,-0.92,0.009
19300927,-0.65,-0.56,-0.22,0.009
19300929,-2.02,0.23,-0.99,0.009
19300930,-1.54,-1.69,-1.69,0.009
19301001,3.78,-0.52,1.6,0.003
19301002,-1.03,1.19,-0.56,0.003
19301003,1.31,-0.45,0.43,0.003
19301004,-0.87,1.08,-0.4,0.003
19301006,-2.9,0.55,-0.47,0.003
19301007,-0.21,-1.86,-0.28,0.003
19301008,-0.97,0.64,0.81,0.003
19301009,-3.89,0.61,-0.13,0.003
19301010,1.89,-3.6,-1.14,0.003
19301011,-2.09,3.08,1.38,0.003
19301014,0.93,-1.91,-1.2,0.003
19301015,1.76,0.42,0.61,0.003
19301016,-1.42,0.64,0.17,0.003
19301017,-3.62,0.72,-0.7,0.003
19301018,-1.14,-0.77,-1.19,0.003
19301020,2.84,-1.6,0.63,0.003
19301021,-2.39,1.45,-0.99,0.003
19301022,-0.84,-0.99,0.13,0.003
19301023,0.94,0.28,0.08,0.003
19301024,2.81,-0.75,-0.57,0.003
19301025,-0.16,1.18,0.57,0.003
19301027,0.47,-0.31,-1.11,0.003
19301028,0.62,-0.15,0.64,0.003
19301029,-1.31,0.8,-0.38,0.003
19301030,-1.14,-0.51,1.02,0.003
19301031,-1.98,0.45,-0.01,0.003
19301101,0.27,-0.67,-0.86,0.006
19301103,0.29,0.09,-0.14,0.006
19301105,-2.62,1.21,-0.34,0.006
19301106,-0.04,-0.68,-0.58,0.006
19301107,-3.26,0.38,-1.13,0.006
19301108,-1.19,0.44,-0.18,0.006
19301110,-1.96,-0.4,-0.66,0.006
19301111,0.95,-0.51,-0.66,0.006
19301112,1.64,-0.48,-1.71,0.006
19301113,2.4,1.19,0.12,0.006
19301114,2.43,-0.73,0.07,0.006
19301115,1.01,1.45,0.62,0.006
19301117,-2.81,0.91,0.86,0.006
19301118,0.69,-0.83,0.17,0.006
19301119,1.93,-0.52,0.16,0.006
19301120,-0.17,1.11,1.04,0.006
19301121,1.29,-1.25,1.3,0.006
19301122,-0.94,1.13,-0.54,0.006
19301124,0.16,0.06,-0.16,0.006
19301125,-1.08,0.66,-0.05,0.006
19301126,-1.39,-0.13,-0.85,0.006
19301128,-1.22,0.42,-0.85,0.006
19301129,0.96,-0.5,0.44,0.006
